"CRUISE_ID","HAUL_ID","CRUISE","VESSEL","HAUL","EDIT_NET_SPREAD","NET_SPREAD_PINGS","NET_SPREAD_METHOD","NET_SPREAD_STANDARD_DEVIATION","EDIT_NET_HEIGHT","NET_HEIGHT_METHOD","NET_HEIGHT_PINGS","NET_HEIGHT_STANDARD_DEVIATION","CREATE_DATE","CREATE_USER"
"767","23203","202401","162","39","16.2028036852854","445","7","0.939671671584906","2.647","6","1074","0.97",2024-07-18 09:21:49.108222,"ROHANS"
"767","23213","202401","162","40","16.9408431930472","498","7","1.16677981841381","2.288","6","1790","0.17",2024-07-18 09:21:49.108222,"ROHANS"
"767","23216","202401","162","41","16.9199964764882","507","7","1.18267997629487","2.627","6","1812","0.14",2024-07-18 09:21:49.108222,"ROHANS"
"767","23214","202401","162","42","16.8184579427558","516","7","1.26774500932772","2.393","6","1725","0.16",2024-07-18 09:21:49.108222,"ROHANS"
"767","23215","202401","162","43","16.5401729074038","499","7","1.34273033151765","2.731","6","1735","0.17",2024-07-18 09:21:49.108222,"ROHANS"
"767","23217","202401","162","44","16.53261464895","490","7","1.17605734802939","2.291","6","1489","0.19",2024-07-18 09:21:49.108222,"ROHANS"
"767","23229","202401","162","46","16.5131261253606","520","7","0.967866691525509","3.048","6","694","0.9",2024-07-18 09:21:49.108222,"ROHANS"
"767","23230","202401","162","47","14.5025619445","336","7","1.07684084816355","3.228","6","1269","0.86",2024-07-18 09:21:49.108222,"ROHANS"
"767","23240","202401","162","48","14.6755645024667","0","4","0","3.237","6","804","0.6",2024-07-18 09:21:49.108222,"ROHANS"
"767","23241","202401","162","49","14.68245227199","0","4","0","2.712","6","672","0.44",2024-07-18 09:21:49.108222,"ROHANS"
"767","23242","202401","162","50","14.9961811227352","489","7","1.34960254535863","3.632","6","512","0.8",2024-07-18 09:21:49.108222,"ROHANS"
"767","23243","202401","162","51","14.7784680557808","454","7","1.28295335472561","2.978","6","1041","0.56",2024-07-18 09:21:49.108222,"ROHANS"
"767","23258","202401","162","52","13.1887338138753","373","7","0.917625554238482","3.015","6","362","0.48",2024-07-18 09:21:49.108222,"ROHANS"
"767","23259","202401","162","53","15.0644746626864","346","7","1.31896099064039","2.631","6","591","0.37",2024-07-18 09:21:49.108222,"ROHANS"
"767","23260","202401","162","54","16.4021260939922","64","7","1.90224801425221","2.868","6","929","0.85",2024-07-18 09:21:49.108222,"ROHANS"
"767","23261","202401","162","55","14.6210076768194","504","7","0.895368890397072","2.556","6","470","0.76",2024-07-18 09:21:49.108222,"ROHANS"
"767","23262","202401","162","56","14.4757440428428","477","7","1.02108906111941","2.57133333333333","4","2","0",2024-07-18 09:21:49.108222,"ROHANS"
"767","23268","202401","162","57","15.3186012403361","427","7","1.26460686929188","3.193","6","781","1.1",2024-07-18 09:21:49.108222,"ROHANS"
"767","23269","202401","162","58","15.1102319109246","484","7","1.35858169065146","2.894","6","730","0.86",2024-07-18 09:21:49.108222,"ROHANS"
"767","23270","202401","162","59","13.9093776335902","427","7","1.14884522833094","3.254","6","841","1.14",2024-07-18 09:21:49.108222,"ROHANS"
"767","23271","202401","162","60","14.1649293594941","425","7","1.16674154802995","2.632","6","1605","0.22",2024-07-18 09:21:49.108222,"ROHANS"
"767","23285","202401","162","61","14.2063101074931","509","7","0.998180176410034","1.89946341463415","4","0","0",2024-07-18 09:21:49.108222,"ROHANS"
"767","23286","202401","162","62","14.3964889942097","465","7","0.897989991644481","2.18","6","1820","0.11",2024-07-18 09:21:49.108222,"ROHANS"
"767","23287","202401","162","63","15.1766446435343","466","7","1.4027303601887","2.229","6","1557","0.17",2024-07-18 09:21:49.108222,"ROHANS"
"767","23288","202401","162","64","16.164390770148","358","7","1.3940962955143","2.327","6","1492","0.17",2024-07-18 09:21:49.108222,"ROHANS"
"767","23304","202401","162","65","15.7113176330225","422","7","1.08832295398333","2.306","6","1878","0.1",2024-07-18 09:21:49.108222,"ROHANS"
"767","23305","202401","162","66","15.6675372565573","358","7","1.30134407460749","2.287","6","1349","0.23",2024-07-18 09:21:49.108222,"ROHANS"
"767","23338","202401","162","67","15.7706114106735","0","4","0","1.511","6","1963","0.11",2024-07-18 09:21:49.108222,"ROHANS"
"767","23339","202401","162","68","15.5934669958134","552","7","1.00155644395429","1.893","6","2103","0.15",2024-07-18 09:21:49.108222,"ROHANS"
"767","23340","202401","162","69","14.8580383801719","448","7","0.700587531587817","1.855","6","2006","0.12",2024-07-18 09:21:49.108222,"ROHANS"
"767","23341","202401","162","70","16.3782306764068","488","7","1.44131044749694","1.764","6","1943","0.17",2024-07-18 09:21:49.108222,"ROHANS"
"767","23346","202401","162","71","16.3048084440656","450","7","0.611141660134297","1.703","6","1922","0.09",2024-07-18 09:21:49.108222,"ROHANS"
"767","23347","202401","162","72","16.11621610438","425","7","0.718279848261902","1.721","6","2003","0.09",2024-07-18 09:21:49.108222,"ROHANS"
"767","23348","202401","162","73","15.1313710249156","474","7","1.14788778704111","1.886","6","1978","0.15",2024-07-18 09:21:49.108222,"ROHANS"
"767","23349","202401","162","74","15.0262007719356","528","7","1.28768538080168","1.779","6","1637","0.15",2024-07-18 09:21:49.108222,"ROHANS"
"767","23361","202401","162","75","14.7416508617481","538","7","1.01726172074955","1.896","6","1656","0.21",2024-07-18 09:21:49.108222,"ROHANS"
"767","23362","202401","162","76","14.6438693475","539","7","1.04542004474754","1.778","6","1990","0.14",2024-07-18 09:21:49.108222,"ROHANS"
"767","23363","202401","162","77","14.4964061276908","532","7","1.09337822174869","1.822","6","1817","0.1",2024-07-18 09:21:49.108222,"ROHANS"
"767","23364","202401","162","78","14.7008691245591","499","7","1.17922612628318","1.945","6","1611","0.14",2024-07-18 09:21:49.108222,"ROHANS"
"767","23376","202401","162","79","14.4875079414515","515","7","1.2045119697428","2.476","6","376","0.73",2024-07-18 09:21:49.108222,"ROHANS"
"767","23377","202401","162","80","14.4988401755922","510","7","1.19851015707206","2.714","6","486","0.88",2024-07-18 09:21:49.108222,"ROHANS"
"767","23378","202401","162","81","14.5380958779981","521","7","1.29394066448257","3.266","6","248","0.97",2024-07-18 09:21:49.108222,"ROHANS"
"767","23379","202401","162","82","14.0535576311814","474","7","1.08131969421088","2.69","6","725","0.47",2024-07-18 09:21:49.108222,"ROHANS"
"767","23392","202401","162","83","14.4678025389158","493","7","1.20043421381755","2.841","6","448","0.67",2024-07-18 09:21:49.108222,"ROHANS"
"767","23393","202401","162","84","14.5013761696492","496","7","1.11044512903818","2.428","6","305","0.76",2024-07-18 09:21:49.108222,"ROHANS"
"767","23394","202401","162","85","14.2841541360783","492","7","1.08452507129846","2.613","6","811","0.56",2024-07-18 09:21:49.108222,"ROHANS"
"767","23395","202401","162","86","14.0557411020011","475","7","0.96093943020376","2.288","6","1064","0.53",2024-07-18 09:21:49.108222,"ROHANS"
"767","23405","202401","162","87","14.220360212092","527","7","1.13952958761293","2.255","6","975","0.58",2024-07-18 09:21:49.108222,"ROHANS"
"767","23406","202401","162","88","14.3221878222431","506","7","1.18580423956971","2.09","6","941","0.36",2024-07-18 09:21:49.108222,"ROHANS"
"767","23407","202401","162","89","14.765659365249","498","7","1.166236634744","2.45","6","1101","0.85",2024-07-18 09:21:49.108222,"ROHANS"
"767","23408","202401","162","90","14.2256644052898","502","7","1.03873862445571","1.916","6","1959","0.14",2024-07-18 09:21:49.108222,"ROHANS"
"767","23418","202401","162","91","15.1120707290074","473","7","1.00174691258572","1.697","6","1905","0.08",2024-07-18 09:21:49.108222,"ROHANS"
"767","23419","202401","162","92","16.1891384965702","399","7","0.80825828290909","1.712","6","1953","0.08",2024-07-18 09:21:49.108222,"ROHANS"
"767","23420","202401","162","93","18.1823536620901","433","7","1.50746021759841","2.194","6","1464","1.17",2024-07-18 09:21:49.108222,"ROHANS"
"767","23421","202401","162","94","16.4935901568982","437","7","1.31302755363522","1.417","6","276","0.18",2024-07-18 09:21:49.108222,"ROHANS"
"767","23430","202401","162","95","16.0442129808333","336","7","1.58750200065911","2.21612","4","6","0",2024-07-18 09:21:49.108222,"ROHANS"
"767","23431","202401","162","96","15.5303950194425","339","7","1.31724057984696","1.871","6","578","0.3",2024-07-18 09:21:49.108222,"ROHANS"
"767","23432","202401","162","97","16.0146943735625","48","7","0.833454187409636","2.21612","4","134","0.74",2024-07-18 09:21:49.108222,"ROHANS"
"767","23433","202401","162","98","15.9972902005837","418","7","1.1579441857554","1.689","6","1250","0.32",2024-07-18 09:21:49.108222,"ROHANS"
"767","23434","202401","162","99","15.5629579637797","0","4","0","1.586","6","929","0.24",2024-07-18 09:21:49.108222,"ROHANS"
"767","23435","202401","162","100","15.5848955906096","0","4","0","1.827","6","779","0.23",2024-07-18 09:21:49.108222,"ROHANS"
"767","23441","202401","162","101","15.4898472140968","444","7","0.967487483380863","1.98","6","1411","0.37",2024-07-18 09:21:49.108222,"ROHANS"
"767","23442","202401","162","102","15.0627512624123","405","7","1.15196776238042","2.268","6","696","0.5",2024-07-18 09:21:49.108222,"ROHANS"
"767","23445","202401","162","103","15.2693875295216","0","4","0","2.184","6","780","0.24",2024-07-18 09:21:49.108222,"ROHANS"
"767","23446","202401","162","104","14.9358629634336","452","7","1.03917186660725","2.214","6","1553","0.32",2024-07-18 09:21:49.108222,"ROHANS"
"767","23459","202401","162","105","14.6899960195631","0","4","0","2.137","6","1135","0.45",2024-07-18 09:21:49.108222,"ROHANS"
"767","23460","202401","162","106","15.153900625195","459","7","0.994793497085391","2.365","6","1315","0.61",2024-07-18 09:21:49.108222,"ROHANS"
"767","23461","202401","162","107","15.6665903092527","459","7","0.951511312838253","3.076","6","495","0.96",2024-07-18 09:21:49.108222,"ROHANS"
"767","23462","202401","162","108","15.447763344048","500","7","0.887055424075005","1.877","6","1762","0.14",2024-07-18 09:21:49.108222,"ROHANS"
"767","23478","202401","162","109","15.3090938493094","509","7","0.817995901816341","1.548","6","2026","0.14",2024-07-18 09:21:49.108222,"ROHANS"
"767","23479","202401","162","110","15.0359255478694","509","7","0.945707099336797","1.778","6","1861","0.11",2024-07-18 09:21:49.108222,"ROHANS"
"767","23480","202401","162","111","14.8806186960755","477","7","1.01398627170644","1.705","6","1847","0.13",2024-07-18 09:21:49.108222,"ROHANS"
"767","23481","202401","162","112","15.2004584874881","503","7","1.02485057394813","1.694","6","1781","0.15",2024-07-18 09:21:49.108222,"ROHANS"
"767","23485","202401","162","113","15.1188895281807","498","7","0.940365323917533","1.745","6","1729","0.13",2024-07-18 09:21:49.108222,"ROHANS"
"767","23486","202401","162","114","14.4675962084673","505","7","1.04462802850235","1.865","6","1933","0.15",2024-07-18 09:21:49.108222,"ROHANS"
"767","23487","202401","162","115","15.185679089985","533","7","1.06794893014148","1.73","6","1972","0.1",2024-07-18 09:21:49.108222,"ROHANS"
"767","23488","202401","162","116","15.2365271777727","539","7","1.00145781921237","1.869","6","1035","0.17",2024-07-18 09:21:49.108222,"ROHANS"
"767","23503","202401","162","117","14.6754407312333","525","7","0.958776991169421","1.926","6","1859","0.17",2024-07-18 09:21:49.108222,"ROHANS"
"767","23504","202401","162","118","14.6854789738828","529","7","1.02002339916035","2.034","6","1712","0.11",2024-07-18 09:21:49.108222,"ROHANS"
"767","23505","202401","162","119","14.1869454572588","510","7","0.955769716187957","1.898","6","1864","0.11",2024-07-18 09:21:49.108222,"ROHANS"
"767","23506","202401","162","120","14.9662547630472","509","7","1.081403242207","1.836","6","1666","0.12",2024-07-18 09:21:49.108222,"ROHANS"
"767","23523","202401","162","121","15.3253611791755","510","7","0.962457416631478","1.88","6","1658","0.1",2024-07-18 09:21:49.108222,"ROHANS"
"767","23524","202401","162","122","15.0244886226077","520","7","0.86214854001063","1.934","6","1640","0.16",2024-07-18 09:21:49.108222,"ROHANS"
"767","23525","202401","162","123","14.9351093548371","534","7","1.22255038396071","2.195","6","1634","0.37",2024-07-18 09:21:49.108222,"ROHANS"
"767","23526","202401","162","124","15.6456109312549","0","4","0","2.494","6","609","0.4",2024-07-18 09:21:49.108222,"ROHANS"
"767","23542","202401","162","125","15.3975556330956","272","7","1.08818171575072","2.528","6","1015","0.23",2024-07-18 09:21:49.108222,"ROHANS"
"767","23543","202401","162","126","15.8924753071797","0","4","0","2.552","6","1819","0.18",2024-07-18 09:21:49.108222,"ROHANS"
"767","23544","202401","162","127","15.8681259407308","0","4","0","2.344","6","1862","0.18",2024-07-18 09:21:49.108222,"ROHANS"
"767","23545","202401","162","128","16.0667455137918","473","7","0.796063825604957","2.224","6","1628","0.1",2024-07-18 09:21:49.108222,"ROHANS"
"767","23555","202401","162","129","16.1267391609638","483","7","0.862303285392643","2.128","6","1974","0.11",2024-07-18 09:21:49.108222,"ROHANS"
"767","23556","202401","162","130","15.7994459791338","456","7","0.814413286094588","2.221","6","1992","0.08",2024-07-18 09:21:49.108222,"ROHANS"
"767","23557","202401","162","131","15.2801871954165","479","7","0.725062578036061","2.168","6","1964","0.09",2024-07-18 09:21:49.108222,"ROHANS"
"767","23558","202401","162","132","16.1307266348472","504","7","0.894807750419986","2.247","6","1904","0.11",2024-07-18 09:21:49.108222,"ROHANS"
"767","23640","202401","162","141","16.1001655223365","468","7","0.892301674874728","2.166","6","1934","0.12",2024-07-18 09:21:49.108222,"ROHANS"
"767","23641","202401","162","142","16.1181286519438","409","7","0.83012791075205","2.059","6","1905","0.12",2024-07-18 09:21:49.108222,"ROHANS"
"767","23642","202401","162","143","15.9268973723373","458","7","0.892807632916297","2.07","6","1857","0.16",2024-07-18 09:21:49.108222,"ROHANS"
"767","23643","202401","162","144","16.0051877303621","203","7","0.955190089379882","2.113","6","703","0.21",2024-07-18 09:21:49.108222,"ROHANS"
"767","23644","202401","162","145","15.8470543736116","0","4","0","2.164","6","388","0.37",2024-07-18 09:21:49.108222,"ROHANS"
"767","23645","202401","162","146","15.8531417152238","0","4","0","2.216","6","1036","0.26",2024-07-18 09:21:49.108222,"ROHANS"
"767","23646","202401","162","147","15.6112751225543","433","7","0.969792896777131","1.931","6","1449","0.23",2024-07-18 09:21:49.108222,"ROHANS"
"767","23685","202401","162","148","15.8469752598568","206","7","1.01880165599389","2.01","6","672","0.22",2024-07-18 09:21:49.108222,"ROHANS"
"767","23686","202401","162","149","15.8536099722709","0","4","0","2.22","6","1141","0.21",2024-07-18 09:21:49.108222,"ROHANS"
"767","23683","202401","162","150","16.2721026060406","492","7","1.0698740715117","2.105","6","1641","0.16",2024-07-18 09:21:49.108222,"ROHANS"
"767","23684","202401","162","151","16.1253685780846","467","7","1.20129894578881","2.15","6","1071","0.26",2024-07-18 09:21:49.108222,"ROHANS"
"767","23695","202401","162","153","16.5102839885042","478","7","1.01041493063774","2.1","6","1666","0.16",2024-07-18 09:21:49.108222,"ROHANS"
"767","23706","202401","162","155","16.7332488515049","404","7","1.26150136630593","2.319","6","1334","0.29",2024-07-18 09:21:49.108222,"ROHANS"
"767","23699","202401","162","156","15.9897521905151","498","7","0.920494365449146","2.161","6","1854","0.09",2024-07-18 09:21:49.108222,"ROHANS"
"767","23701","202401","162","157","17.2588201268","210","7","1.20169103425849","1.93","6","789","0.2",2024-07-18 09:21:49.108222,"ROHANS"
"767","23707","202401","162","158","17.1428317468068","88","7","1.36232073439756","2.173","6","354","0.18",2024-07-18 09:21:49.108222,"ROHANS"
"767","23703","202401","162","159","17.6594835229594","505","7","1.51692146815549","2.065","6","1838","0.14",2024-07-18 09:21:49.108222,"ROHANS"
"767","23704","202401","162","160","17.320235839001","482","7","1.0727407388591","2.084","6","1788","0.24",2024-07-18 09:21:49.108222,"ROHANS"
"767","23713","202401","162","161","17.727772937891","491","7","1.09799620138804","1.709","6","1812","0.17",2024-07-18 09:21:49.108222,"ROHANS"
"767","23714","202401","162","162","18.2077858207894","501","7","1.35485654929339","1.828","6","1830","0.13",2024-07-18 09:21:49.108222,"ROHANS"
"767","23715","202401","162","163","15.5424032096392","510","7","1.03003905033971","2.275","6","1897","0.1",2024-07-18 09:21:49.108222,"ROHANS"
"767","23716","202401","162","164","16.1843459599155","497","7","1.19463102938196","2.025","6","1789","0.18",2024-07-18 09:21:49.108222,"ROHANS"
"767","23723","202401","162","165","17.8620953640184","488","7","1.31871116693462","1.977","6","1828","0.13",2024-07-18 09:21:49.108222,"ROHANS"
"767","23724","202401","162","166","16.4226458566299","481","7","0.91645952344427","2.061","6","1658","0.16",2024-07-18 09:21:49.108222,"ROHANS"
"767","23725","202401","162","167","18.1838821975969","449","7","1.69794603640056","1.851","6","1834","0.18",2024-07-18 09:21:49.108222,"ROHANS"
"767","23726","202401","162","168","15.1020143017571","422","7","0.898307139698982","2.146","6","1803","0.09",2024-07-18 09:21:49.108222,"ROHANS"
"768","23160","202401","134","17","14.5490147410971","484","7","0.958306826064165","2.8065","4","119","0.59",2024-07-18 09:21:49.108222,"ROHANS"
"768","23161","202401","134","18","14.5823247044464","457","7","0.985608575527901","2.618","6","600","0.23",2024-07-18 09:21:49.108222,"ROHANS"
"768","23162","202401","134","19","14.4048240321101","109","7","1.81687421690501","2.641","6","283","0.43",2024-07-18 09:21:49.108222,"ROHANS"
"768","23163","202401","134","20","14.6197047400091","385","7","1.00550486815005","2.735","6","296","0.55",2024-07-18 09:21:49.108222,"ROHANS"
"768","23173","202401","134","22","14.9247737926529","278","7","1.20617407512788","2.33","6","1381","0.11",2024-07-18 09:21:49.108222,"ROHANS"
"768","23175","202401","134","24","13.8429180718524","298","7","1.14282503271658","2.568","6","999","0.18",2024-07-18 09:21:49.108222,"ROHANS"
"768","23176","202401","134","25","15.8326674681663","412","7","1.18255780017378","2.261","6","882","0.14",2024-07-18 09:21:49.108222,"ROHANS"
"768","23177","202401","134","26","15.3787824274146","0","4","0","2.11","6","581","0.17",2024-07-18 09:21:49.108222,"ROHANS"
"768","23178","202401","134","27","16.32141736825","392","7","1.07384061918749","2.097","6","824","0.14",2024-07-18 09:21:49.108222,"ROHANS"
"768","23183","202401","134","30","15.212377729644","0","4","0","2.258","6","1532","0.1",2024-07-18 09:21:49.108222,"ROHANS"
"768","23184","202401","134","31","15.6469643177126","454","7","1.19333198498147","2.282","6","1350","0.18",2024-07-18 09:21:49.108222,"ROHANS"
"768","23189","202401","134","32","14.6255375763","490","7","0.890997742453584","2.189","6","1187","0.12",2024-07-18 09:21:49.108222,"ROHANS"
"768","23190","202401","134","33","14.3616762847025","489","7","1.03532925824797","2.368","6","1518","0.16",2024-07-18 09:21:49.108222,"ROHANS"
"768","23195","202401","134","34","15.3433781226736","504","7","0.699745037832866","2.047","6","1564","0.14",2024-07-18 09:21:49.108222,"ROHANS"
"768","23196","202401","134","35","14.0792762553333","483","7","1.19346661909686","2.166","6","1434","0.14",2024-07-18 09:21:49.108222,"ROHANS"
"768","23205","202401","134","36","15.8456927112656","465","7","0.975736801718976","2.206","6","1182","0.11",2024-07-18 09:21:49.108222,"ROHANS"
"768","23206","202401","134","37","11.4602517491","60","7","0.976220432369335","3.133","6","222","0.46",2024-07-18 09:21:49.108222,"ROHANS"
"768","23207","202401","134","38","14.2220731662834","494","7","0.948060834886879","2.026","6","1202","0.34",2024-07-18 09:21:49.108222,"ROHANS"
"768","23226","202401","134","40","16.5788286046849","365","7","1.13100249222141","2.216","6","1378","0.15",2024-07-18 09:21:49.108222,"ROHANS"
"768","23238","202401","134","41","14.3108452138227","502","7","1.01491992977956","2.091","6","1207","0.1",2024-07-18 09:21:49.108222,"ROHANS"
"768","23239","202401","134","42","14.8712566180456","472","7","0.917449968251901","2.253","6","1367","0.1",2024-07-18 09:21:49.108222,"ROHANS"
"768","23250","202401","134","43","14.916936356","469","7","0.766410497404134","2.007","6","1632","0.11",2024-07-18 09:21:49.108222,"ROHANS"
"768","23251","202401","134","44","15.6283894740706","0","4","0","1.888","6","1636","0.07",2024-07-18 09:21:49.108222,"ROHANS"
"768","23252","202401","134","45","15.6126484891463","0","4","0","1.902","6","1709","0.07",2024-07-18 09:21:49.108222,"ROHANS"
"768","23253","202401","134","46","16.7169516891901","426","7","0.938505287719516","2.177","6","1739","0.12",2024-07-18 09:21:49.108222,"ROHANS"
"768","23254","202401","134","47","15.34895509728","500","7","0.794454851974597","2.128","6","1522","0.08",2024-07-18 09:21:49.108222,"ROHANS"
"768","23255","202401","134","48","15.3586343174044","476","7","1.00348404650205","2.122","6","1503","0.12",2024-07-18 09:21:49.108222,"ROHANS"
"768","23256","202401","134","49","15.3910307008952","496","7","1.13681098496545","2.088","6","1605","0.1",2024-07-18 09:21:49.108222,"ROHANS"
"768","23257","202401","134","50","14.9584336490149","469","7","1.54482299747288","1.949","6","1748","0.09",2024-07-18 09:21:49.108222,"ROHANS"
"768","23294","202401","134","51","14.6838345798742","465","7","0.970049887543042","2.179","6","1623","0.21",2024-07-18 09:21:49.108222,"ROHANS"
"768","23295","202401","134","52","16.1941189607085","458","7","1.15505385943383","2.051","6","1789","0.11",2024-07-18 09:21:49.108222,"ROHANS"
"768","23296","202401","134","53","15.5689217865255","451","7","1.03196323732566","1.929","6","1734","0.13",2024-07-18 09:21:49.108222,"ROHANS"
"768","23297","202401","134","54","15.6881355729075","465","7","1.00441134860417","2.014","6","1764","0.09",2024-07-18 09:21:49.108222,"ROHANS"
"768","23298","202401","134","55","14.9357215493529","486","7","0.936143776068514","2.051","6","1790","0.09",2024-07-18 09:21:49.108222,"ROHANS"
"768","23299","202401","134","56","15.7072871583752","0","4","0","1.996","6","1874","0.09",2024-07-18 09:21:49.108222,"ROHANS"
"768","23300","202401","134","57","15.7502587879043","491","7","1.0176305708818","1.934","6","1527","0.18",2024-07-18 09:21:49.108222,"ROHANS"
"768","23301","202401","134","58","15.7585980176571","471","7","0.729910981484761","1.969","6","1818","0.12",2024-07-18 09:21:49.108222,"ROHANS"
"768","23302","202401","134","59","15.0130602114191","476","7","1.05035679139112","2.093","6","1402","0.1",2024-07-18 09:21:49.108222,"ROHANS"
"768","23303","202401","134","60","15.7838726754613","517","7","1.04657303961767","2.184","6","1371","0.18",2024-07-18 09:21:49.108222,"ROHANS"
"768","23334","202401","134","61","15.6335459329427","524","7","1.17187490148418","2.215","6","1738","0.15",2024-07-18 09:21:49.108222,"ROHANS"
"768","23335","202401","134","62","15.7916264280518","444","7","0.930675546168013","2.188","6","1875","0.16",2024-07-18 09:21:49.108222,"ROHANS"
"768","23336","202401","134","63","15.5922253237219","489","7","0.732891671960063","2.194","6","1919","0.19",2024-07-18 09:21:49.108222,"ROHANS"
"768","23337","202401","134","64","15.3674043043448","467","7","0.74052647838159","2.098","6","1885","0.11",2024-07-18 09:21:49.108222,"ROHANS"
"768","23342","202401","134","65","15.7553646702586","435","7","0.795890892985721","1.917","6","1912","0.13",2024-07-18 09:21:49.108222,"ROHANS"
"768","23343","202401","134","66","15.6824632766351","444","7","0.885004433021977","1.963","6","1884","0.07",2024-07-18 09:21:49.108222,"ROHANS"
"768","23344","202401","134","67","15.8159586911954","0","4","0","1.914","6","1935","0.12",2024-07-18 09:21:49.108222,"ROHANS"
"768","23345","202401","134","68","15.7735502881436","0","4","0","1.946","6","1946","0.11",2024-07-18 09:21:49.108222,"ROHANS"
"768","23357","202401","134","69","15.5103320871387","0","4","0","1.993","6","1876","0.11",2024-07-18 09:21:49.108222,"ROHANS"
"768","23358","202401","134","70","15.3230140607069","522","7","0.954544045356895","1.535","6","1880","0.13",2024-07-18 09:21:49.108222,"ROHANS"
"768","23359","202401","134","71","14.5830478459787","517","7","0.863613400302729","2.025","6","1185","0.42",2024-07-18 09:21:49.108222,"ROHANS"
"768","23360","202401","134","72","14.8203556776268","497","7","0.929708721354346","1.937","6","1231","0.13",2024-07-18 09:21:49.108222,"ROHANS"
"768","23384","202401","134","73","14.7400466488444","527","7","1.02816184509864","2.601","6","304","0.93",2024-07-18 09:21:49.108222,"ROHANS"
"768","23385","202401","134","74","15.2712095198041","536","7","1.11773958496517","2.705","6","189","0.88",2024-07-18 09:21:49.108222,"ROHANS"
"768","23386","202401","134","75","15.1694319775491","0","4","0","2.041","6","449","0.4",2024-07-18 09:21:49.108222,"ROHANS"
"768","23387","202401","134","76","14.6799880653129","0","4","0","2.076","6","754","0.25",2024-07-18 09:21:49.108222,"ROHANS"
"768","23397","202401","134","77","14.7229988130965","399","7","0.986789190163029","3.041","6","352","0.57",2024-07-18 09:21:49.108222,"ROHANS"
"768","23398","202401","134","78","13.1354909388182","385","7","1.04031808922489","3.453","6","219","0.75",2024-07-18 09:21:49.108222,"ROHANS"
"768","23399","202401","134","79","12.9381466443091","385","7","1.06843658532371","2.8065","4","134","1.04",2024-07-18 09:21:49.108222,"ROHANS"
"768","23400","202401","134","80","12.5879315577044","389","7","0.955752702053576","2.8065","4","79","0.5",2024-07-18 09:21:49.108222,"ROHANS"
